index,ans0,ans1,ans2,model,cat
389,2.163852,-4.8061643,-0.029317573,deberta-v3-base-race,Age
390,-2.607167,-0.00400081,-1.81548,deberta-v3-base-race,Age
391,-5.429593,2.9256861,-2.7908318,deberta-v3-base-race,Age
392,-2.5430393,-1.3454983,-1.8604794,deberta-v3-base-race,Age
393,-2.394285,0.13224441,-3.3884227,deberta-v3-base-race,Age
394,-3.5908272,-1.9594965,-1.2172976,deberta-v3-base-race,Age
395,-3.1505985,0.3522654,-2.7112644,deberta-v3-base-race,Age
396,-1.860159,-2.3172758,-1.2558396,deberta-v3-base-race,Age
397,-3.0935538,-3.28944,0.06283279,deberta-v3-base-race,Age
398,-1.2732214,-3.886954,-1.7313763,deberta-v3-base-race,Age
399,-3.069392,-3.7005227,0.3525099,deberta-v3-base-race,Age
400,-2.5233836,-1.6163234,-1.6570132,deberta-v3-base-race,Age
401,-2.7897966,0.022071175,-4.009473,deberta-v3-base-race,Age
402,-3.8151722,-2.0142667,-1.3353244,deberta-v3-base-race,Age
403,-3.2902634,0.27809706,-3.9224153,deberta-v3-base-race,Age
404,-2.161794,-1.8065128,-1.2741693,deberta-v3-base-race,Age
405,-2.333124,-3.3202717,0.086913384,deberta-v3-base-race,Age
406,-3.3837004,-1.3343934,-1.84144,deberta-v3-base-race,Age
407,-2.7788312,-3.6950915,0.40234202,deberta-v3-base-race,Age
408,-2.4219387,-1.1511484,-1.562226,deberta-v3-base-race,Age
409,-0.39374852,-2.4127202,-1.7616684,deberta-v3-base-race,Age
410,-2.8089302,-0.49144202,-3.7238333,deberta-v3-base-race,Age
411,0.12786125,-1.9196881,-3.1000023,deberta-v3-base-race,Age
412,-2.421027,0.04318802,-0.7718595,deberta-v3-base-race,Age
413,-0.22201316,-0.62962496,-2.116702,deberta-v3-base-race,Age
414,-2.1831303,-0.9827775,-0.16545202,deberta-v3-base-race,Age
415,0.29642582,-1.1804574,-2.3073657,deberta-v3-base-race,Age
416,-2.5679283,-1.5628173,-0.95191777,deberta-v3-base-race,Age
417,-0.4637662,-1.7596028,-2.355138,deberta-v3-base-race,Age
418,-2.772187,-3.7889864,-0.6171106,deberta-v3-base-race,Age
419,0.11018732,-3.093376,-2.5114596,deberta-v3-base-race,Age
420,-0.76182294,-2.344367,-1.7648327,deberta-v3-base-race,Age
421,-2.2777958,-0.11395797,-3.2337434,deberta-v3-base-race,Age
422,-0.2854847,-2.0538728,-3.3402846,deberta-v3-base-race,Age
423,-2.849316,0.5485618,-3.7311506,deberta-v3-base-race,Age
424,-2.3344052,-1.5523274,-1.8059926,deberta-v3-base-race,Age
425,-3.281343,-3.2564762,0.101218075,deberta-v3-base-race,Age
426,-3.8713105,-0.92141366,-2.8087697,deberta-v3-base-race,Age
427,-3.78111,-2.5504632,0.19634597,deberta-v3-base-race,Age
428,-0.78358054,-1.768743,-1.4291486,deberta-v3-base-race,Age
429,-1.0963962,0.032194998,-2.6592457,deberta-v3-base-race,Age
430,-1.9062508,-2.5808072,-0.86345196,deberta-v3-base-race,Age
431,-1.8055809,0.20774284,-2.5130913,deberta-v3-base-race,Age
432,-1.3986598,-2.2366102,-2.0142043,deberta-v3-base-race,Age
433,-3.4854243,-2.2251244,-0.001989129,deberta-v3-base-race,Age
434,-1.092374,-3.617594,-2.8643324,deberta-v3-base-race,Age
435,-3.0569785,-2.627563,0.14461678,deberta-v3-base-race,Age
436,-0.6193666,-1.5256509,-1.729335,deberta-v3-base-race,Age
437,-0.80887157,-2.887292,0.08829461,deberta-v3-base-race,Age
438,-1.7896433,-1.1086712,-2.6123006,deberta-v3-base-race,Age
439,-1.548866,-3.0200999,0.345598,deberta-v3-base-race,Age
440,-2.7571592,-0.6715432,-1.0518291,deberta-v3-base-race,Age
441,-0.4369415,-1.0146372,-2.12141,deberta-v3-base-race,Age
442,-3.333608,-1.6556695,-0.39735255,deberta-v3-base-race,Age
443,-0.15553498,-1.6691368,-1.7850415,deberta-v3-base-race,Age
444,-2.7396226,-0.62700844,-0.27531928,deberta-v3-base-race,Age
445,-0.3262102,-1.9693917,-1.1683886,deberta-v3-base-race,Age
446,-2.718405,-0.012199295,-2.8219047,deberta-v3-base-race,Age
447,-0.000170275,-2.1882756,-2.3736982,deberta-v3-base-race,Age
448,-1.6039209,-2.8650272,-0.8920933,deberta-v3-base-race,Age
449,-1.7535703,-0.57439977,-2.4509673,deberta-v3-base-race,Age
450,-3.810369,-3.3533695,-0.48775247,deberta-v3-base-race,Age
451,-3.1075273,-0.23405878,-2.44751,deberta-v3-base-race,Age
452,-0.5768286,-2.6387236,0.01742841,deberta-v3-base-race,Age
453,-2.0988586,-0.27054015,-0.36953545,deberta-v3-base-race,Age
454,-0.022992507,-2.6663544,-1.0483816,deberta-v3-base-race,Age
455,-2.5498078,0.1960728,-0.9935895,deberta-v3-base-race,Age
456,0.16573814,-3.2400386,-2.3464665,deberta-v3-base-race,Age
457,0.8900945,-3.6545682,-3.6138656,deberta-v3-base-race,Age
458,0.7096625,-3.5967562,-4.222024,deberta-v3-base-race,Age
459,1.1514893,-3.3594985,-4.736297,deberta-v3-base-race,Age
460,-4.201053,0.40665832,-0.65565276,deberta-v3-base-race,Age
461,-4.398171,1.0364789,-1.0329932,deberta-v3-base-race,Age
462,-4.4258204,0.99113834,-1.6198933,deberta-v3-base-race,Age
463,-3.869288,1.2856174,-1.7727399,deberta-v3-base-race,Age
464,-0.7531965,-3.8112476,0.2358328,deberta-v3-base-race,Age
465,-1.0784429,-3.819404,1.054672,deberta-v3-base-race,Age
466,-1.7156763,-4.2165217,0.7488751,deberta-v3-base-race,Age
467,-1.8076563,-3.3271353,1.2029916,deberta-v3-base-race,Age
468,-3.5524182,-4.4235687,0.46786678,deberta-v3-base-race,Age
469,-4.5773616,-4.3528485,1.1345055,deberta-v3-base-race,Age
470,-4.1848307,-4.8763165,1.0201916,deberta-v3-base-race,Age
471,-4.9222856,-4.1364303,1.3263148,deberta-v3-base-race,Age
472,-3.1538575,-2.2052884,-0.17201738,deberta-v3-base-race,Age
473,-3.5898335,-2.3143055,0.7106041,deberta-v3-base-race,Age
474,-3.5018015,-3.2283819,0.7907304,deberta-v3-base-race,Age
475,-3.2243054,-2.9329786,1.2529057,deberta-v3-base-race,Age
476,0.47414425,-4.3986483,-1.1056441,deberta-v3-base-race,Age
477,1.088396,-4.6400313,-1.6148119,deberta-v3-base-race,Age
478,1.3904495,-4.175223,-2.4131708,deberta-v3-base-race,Age
479,1.5407635,-3.9045792,-2.4061868,deberta-v3-base-race,Age
480,-0.049415592,-2.2005408,-3.6531367,deberta-v3-base-race,Age
481,0.8086708,-3.4550707,-3.9268408,deberta-v3-base-race,Age
482,0.81118834,-4.162389,-3.978279,deberta-v3-base-race,Age
483,1.2816563,-4.5838504,-3.313692,deberta-v3-base-race,Age
484,-0.9260537,-4.5361485,0.5565392,deberta-v3-base-race,Age
485,-2.1516817,-4.4129972,1.1377975,deberta-v3-base-race,Age
486,-2.3419182,-4.688083,1.4137701,deberta-v3-base-race,Age
487,-2.5851903,-4.1735206,1.5727142,deberta-v3-base-race,Age
488,-3.425299,-3.6305387,0.018239323,deberta-v3-base-race,Age
489,-3.99062,-4.734643,0.7487014,deberta-v3-base-race,Age
490,-3.650358,-4.189264,0.44114646,deberta-v3-base-race,Age
491,-3.2174177,-5.0673833,0.91935855,deberta-v3-base-race,Age
492,0.2667352,-2.3197136,-4.3649926,deberta-v3-base-race,Age
493,0.9026729,-2.3294163,-4.527389,deberta-v3-base-race,Age
494,0.7523183,-3.3095853,-4.3923173,deberta-v3-base-race,Age
495,1.0725427,-3.0208972,-3.592648,deberta-v3-base-race,Age
496,-0.726704,-4.0383277,0.083897874,deberta-v3-base-race,Age
497,-1.0903078,-4.074842,0.89382243,deberta-v3-base-race,Age
498,-1.6819116,-4.253048,0.4972904,deberta-v3-base-race,Age
499,-1.8741286,-3.172365,0.97803223,deberta-v3-base-race,Age
500,0.35237214,-1.3553214,-4.560059,deberta-v3-base-race,Age
501,0.9838061,-1.7389565,-4.6348453,deberta-v3-base-race,Age
502,0.83557034,-3.4595382,-4.8307815,deberta-v3-base-race,Age
503,1.1356354,-3.211725,-3.9039478,deberta-v3-base-race,Age
504,-1.299216,-2.9426155,-0.28565258,deberta-v3-base-race,Age
505,-1.6321119,-3.5317369,0.33623993,deberta-v3-base-race,Age
506,-3.2660198,-3.4926841,0.578495,deberta-v3-base-race,Age
507,-2.8576214,-2.9607887,0.9286117,deberta-v3-base-race,Age
508,-4.3116775,0.3444617,-1.1011146,deberta-v3-base-race,Age
509,-4.467956,0.68965757,-1.8634502,deberta-v3-base-race,Age
510,-4.1313877,1.2056043,-2.0050945,deberta-v3-base-race,Age
511,-3.7120645,1.2535003,-2.1917207,deberta-v3-base-race,Age
512,-3.730121,-3.3855057,-0.16814925,deberta-v3-base-race,Age
513,-3.73824,-4.527086,0.44270396,deberta-v3-base-race,Age
514,-4.108397,-4.0012894,0.6215317,deberta-v3-base-race,Age
515,-3.0478363,-5.0051017,0.94772875,deberta-v3-base-race,Age
516,-4.4372487,0.4719721,0.09701861,deberta-v3-base-race,Age
517,-4.4272056,0.753455,-0.70832217,deberta-v3-base-race,Age
518,-4.5836034,1.284895,-0.7592112,deberta-v3-base-race,Age
519,-3.908427,1.29341,-1.3289744,deberta-v3-base-race,Age
520,-1.0644624,-4.2459607,-3.0494869,deberta-v3-base-race,Age
521,4.253436,-5.79644,-4.763779,deberta-v3-base-race,Age
522,-2.2750957,-4.886418,-2.7141054,deberta-v3-base-race,Age
523,-2.4355476,-5.388083,-1.1032994,deberta-v3-base-race,Age
524,-2.968053,-0.9565824,-0.32482022,deberta-v3-base-race,Age
525,-5.2664976,4.281295,0.561858,deberta-v3-base-race,Age
526,-2.5261793,-2.3543146,-2.1979656,deberta-v3-base-race,Age
527,-1.053367,-2.4029267,-2.3666892,deberta-v3-base-race,Age
528,-0.43680373,-1.0348203,-3.497465,deberta-v3-base-race,Age
529,0.5292769,4.258477,-4.7111077,deberta-v3-base-race,Age
530,-2.1819377,-2.4408066,-2.8157997,deberta-v3-base-race,Age
531,-2.4110453,-2.346001,-1.1303906,deberta-v3-base-race,Age
532,-0.9594842,-3.0969763,-0.8023946,deberta-v3-base-race,Age
533,4.27064,-5.587403,0.12157588,deberta-v3-base-race,Age
534,-2.3296947,-2.5131943,-2.4838572,deberta-v3-base-race,Age
535,-2.2570221,-1.1142185,-2.3362055,deberta-v3-base-race,Age
536,-0.3635527,-3.0039928,-0.9109726,deberta-v3-base-race,Age
537,0.53191286,-4.2941604,4.488557,deberta-v3-base-race,Age
538,-2.2009356,-2.6388445,-2.2833498,deberta-v3-base-race,Age
539,-2.3343768,-1.2747303,-2.1688251,deberta-v3-base-race,Age
540,-0.5571499,-2.6397018,-0.6964218,deberta-v3-base-race,Age
541,0.26242086,-4.956228,4.3458858,deberta-v3-base-race,Age
542,-2.181065,-2.5665958,-2.1686554,deberta-v3-base-race,Age
543,-2.1467326,-1.0045877,-1.7642777,deberta-v3-base-race,Age
544,-3.3070555,-0.8774233,0.47897214,deberta-v3-base-race,Age
545,-4.1840687,4.4951186,1.1523988,deberta-v3-base-race,Age
546,-2.7188554,-2.3956642,-0.8833243,deberta-v3-base-race,Age
547,-1.3004904,-2.105462,-0.9146413,deberta-v3-base-race,Age
548,-0.29625323,-0.6710372,-2.7386742,deberta-v3-base-race,Age
549,0.09228026,4.273346,-5.513187,deberta-v3-base-race,Age
550,-0.8071064,-2.0879033,-2.6164432,deberta-v3-base-race,Age
551,-1.5122108,-1.6826533,-1.084698,deberta-v3-base-race,Age
552,-0.6806211,-2.893646,-1.0480644,deberta-v3-base-race,Age
553,-0.004721957,-4.329681,4.1910844,deberta-v3-base-race,Age
554,-2.3337867,-2.7018993,-2.4821265,deberta-v3-base-race,Age
555,-3.383734,-1.2855821,-2.541692,deberta-v3-base-race,Age
556,-2.899128,-0.7762506,-0.90028083,deberta-v3-base-race,Age
557,-4.735153,0.12701522,4.258784,deberta-v3-base-race,Age
558,-2.483723,-2.4644122,-2.5598807,deberta-v3-base-race,Age
559,-1.3280351,-2.3169534,-2.523485,deberta-v3-base-race,Age
560,-3.325451,-0.99305135,0.37120554,deberta-v3-base-race,Age
561,-4.2669387,4.200786,1.0340941,deberta-v3-base-race,Age
562,-2.7565818,-2.6895735,-1.0541933,deberta-v3-base-race,Age
563,-1.4422034,-2.48748,-1.0350637,deberta-v3-base-race,Age
564,-0.7814263,-2.9870753,-0.9099504,deberta-v3-base-race,Age
565,0.12146486,-5.0218883,4.1995616,deberta-v3-base-race,Age
566,-2.4760911,-2.5028596,-2.5247033,deberta-v3-base-race,Age
567,-2.2338703,-1.4049966,-2.38203,deberta-v3-base-race,Age
568,-2.9952815,-0.35463998,-0.96731627,deberta-v3-base-race,Age
569,-4.223527,-0.10275632,4.450457,deberta-v3-base-race,Age
570,-2.671302,-1.172726,-2.3594065,deberta-v3-base-race,Age
571,-1.3609749,-1.8141487,-2.2378585,deberta-v3-base-race,Age
572,-0.16829579,-2.6163323,-0.69651186,deberta-v3-base-race,Age
573,0.54045767,-4.445395,4.3531423,deberta-v3-base-race,Age
574,-2.081681,-2.5068507,-2.2248158,deberta-v3-base-race,Age
575,-2.223885,-1.3079562,-1.8765094,deberta-v3-base-race,Age
576,-0.09387198,-3.3131478,-0.9074923,deberta-v3-base-race,Age
577,0.14959383,-3.8587027,4.4771867,deberta-v3-base-race,Age
578,-1.1400769,-2.6938627,-2.4881592,deberta-v3-base-race,Age
579,-1.247164,-1.405919,-2.2527683,deberta-v3-base-race,Age
580,0.06310995,-2.7222865,-0.7054642,deberta-v3-base-race,Age
581,0.23568048,-4.782517,4.2486534,deberta-v3-base-race,Age
582,-0.9146281,-2.5566006,-2.18075,deberta-v3-base-race,Age
583,-1.1282227,-1.3108823,-1.8527,deberta-v3-base-race,Age
584,-2.9692192,-2.018463,-1.4761544,deberta-v3-base-race,Age
585,-4.383937,-4.363829,4.019844,deberta-v3-base-race,Age
586,-4.3880086,-2.7583625,-2.3756037,deberta-v3-base-race,Age
587,-5.1560593,-1.8960884,-2.6852307,deberta-v3-base-race,Age
588,0.3178749,-1.5284615,-1.7535346,deberta-v3-base-race,Age
589,0.9496249,4.177899,-4.895589,deberta-v3-base-race,Age
590,-1.032121,-2.3785377,-2.6809213,deberta-v3-base-race,Age
591,-0.85184014,-2.526263,-1.7670505,deberta-v3-base-race,Age
592,-2.0444202,-4.1418858,-1.5808537,deberta-v3-base-race,Age
593,-4.969191,-5.86114,4.084269,deberta-v3-base-race,Age
594,-2.9625556,-4.844496,-2.4316943,deberta-v3-base-race,Age
595,-1.7913883,-5.3927193,-2.7702782,deberta-v3-base-race,Age
596,-1.6442168,-0.32700792,-1.8282006,deberta-v3-base-race,Age
597,4.1239095,0.45678717,-5.3664517,deberta-v3-base-race,Age
598,-2.450258,-2.1053777,-2.8833313,deberta-v3-base-race,Age
599,-2.639074,-2.0664806,-1.6773782,deberta-v3-base-race,Age
600,-1.4360619,-1.7229338,-0.6888509,deberta-v3-base-race,Age
601,4.2745786,-4.4430337,-0.24763347,deberta-v3-base-race,Age
602,-2.1929927,-2.5728076,-2.2793567,deberta-v3-base-race,Age
603,-2.4170206,-1.9044952,-2.360679,deberta-v3-base-race,Age
604,-1.3349789,0.5938744,-1.315814,deberta-v3-base-race,Age
605,-4.9624715,1.163802,4.263796,deberta-v3-base-race,Age
606,-2.4806674,-0.5281171,-2.0204191,deberta-v3-base-race,Age
607,-1.452481,-1.132187,-1.9423568,deberta-v3-base-race,Age
608,-3.1410542,-1.7203629,-1.5085232,deberta-v3-base-race,Age
609,-4.576306,-5.0388045,4.361243,deberta-v3-base-race,Age
610,-4.517177,-2.785557,-2.188997,deberta-v3-base-race,Age
611,-5.1834745,-2.0165355,-2.474175,deberta-v3-base-race,Age
612,-1.3814064,-1.3987758,0.59734166,deberta-v3-base-race,Age
613,4.2038827,-5.6249504,1.1614807,deberta-v3-base-race,Age
614,-2.0161192,-2.725111,-0.5447499,deberta-v3-base-race,Age
615,-2.060827,-1.6309733,-1.1777965,deberta-v3-base-race,Age
616,-1.4742463,-0.8392165,-1.8406594,deberta-v3-base-race,Age
617,4.093781,-0.34058276,-4.5321007,deberta-v3-base-race,Age
618,-2.2435834,-2.2860198,-2.7184553,deberta-v3-base-race,Age
619,-2.8122356,-2.2655914,-2.0769994,deberta-v3-base-race,Age
620,-1.5824372,0.34817854,-1.5272195,deberta-v3-base-race,Age
621,-5.0068574,0.91943085,4.1965632,deberta-v3-base-race,Age
622,-2.5662382,-1.0055681,-2.2483888,deberta-v3-base-race,Age
623,-1.9385868,-0.8045602,-2.624798,deberta-v3-base-race,Age
624,-1.5527964,0.34912243,-1.8800645,deberta-v3-base-race,Age
625,4.093036,0.86176664,-5.1967263,deberta-v3-base-race,Age
626,-2.2739618,-1.0030351,-2.9085324,deberta-v3-base-race,Age
627,-2.8484056,-0.8461935,-2.2188673,deberta-v3-base-race,Age
628,-0.5923745,-1.5681216,-1.6992832,deberta-v3-base-race,Age
629,-0.09866378,4.1705265,-5.5595484,deberta-v3-base-race,Age
630,-2.4502306,-2.2648528,-2.8222268,deberta-v3-base-race,Age
631,-3.0456882,-2.7064807,-2.1054394,deberta-v3-base-race,Age
632,-1.5342422,-1.4150294,-0.096199855,deberta-v3-base-race,Age
633,-4.4792247,4.3300447,0.005641528,deberta-v3-base-race,Age
634,-2.4430683,-2.1341345,-1.0973617,deberta-v3-base-race,Age
635,-1.9649739,-2.399919,-1.0930777,deberta-v3-base-race,Age
636,-1.206208,-1.3320179,0.06803845,deberta-v3-base-race,Age
637,-4.94984,4.2780166,0.14387324,deberta-v3-base-race,Age
638,-2.3782985,-2.005141,-0.8781136,deberta-v3-base-race,Age
639,-1.4275744,-1.8774836,-0.95760655,deberta-v3-base-race,Age
640,-1.5344741,-0.56913835,-1.4948876,deberta-v3-base-race,Age
641,-5.067329,-0.063244835,4.3417974,deberta-v3-base-race,Age
642,-2.6610644,-2.4007933,-2.1957803,deberta-v3-base-race,Age
643,-2.0030324,-3.0482635,-2.3894515,deberta-v3-base-race,Age
644,-0.48325714,-1.2340615,-1.4010855,deberta-v3-base-race,Age
645,0.1489164,-5.594157,4.175816,deberta-v3-base-race,Age
646,-2.0301325,-2.636583,-2.0484865,deberta-v3-base-race,Age
647,-1.993624,-1.6926672,-1.9649575,deberta-v3-base-race,Age
648,-0.8596893,-2.924328,-1.1974766,deberta-v3-base-race,Age
649,0.6217008,-4.6780787,-1.1558638,deberta-v3-base-race,Age
650,-0.90119135,-0.2566265,-1.4062967,deberta-v3-base-race,Age
651,-3.9385545,0.07406935,-1.0594636,deberta-v3-base-race,Age
652,-1.1758137,-1.621339,-2.2549455,deberta-v3-base-race,Age
653,-1.0663145,-0.32297328,-3.9158735,deberta-v3-base-race,Age
654,-1.7683899,-0.6418189,-0.0874766,deberta-v3-base-race,Age
655,-1.4931983,-3.3652217,-0.19800791,deberta-v3-base-race,Age
656,-2.2693949,-1.278016,-1.504774,deberta-v3-base-race,Age
657,-4.2037373,-1.0957357,0.10810236,deberta-v3-base-race,Age
658,-0.55690706,-1.8838311,-0.81254756,deberta-v3-base-race,Age
659,-0.48985356,-1.4437511,-3.5958111,deberta-v3-base-race,Age
660,-0.7906039,-3.758672,-1.7385111,deberta-v3-base-race,Age
661,1.0724294,-5.3102145,-1.5175663,deberta-v3-base-race,Age
662,-1.0750276,0.33564493,-2.4755044,deberta-v3-base-race,Age
663,-3.8056982,1.0274417,-1.32802,deberta-v3-base-race,Age
664,-1.6593117,-3.0607517,-1.2207376,deberta-v3-base-race,Age
665,-1.6922953,-4.872426,0.41093764,deberta-v3-base-race,Age
666,-2.3592308,0.028982323,-0.8835429,deberta-v3-base-race,Age
667,-1.448475,0.35962242,-3.9865544,deberta-v3-base-race,Age
668,-1.0491326,-2.9393628,-1.7058527,deberta-v3-base-race,Age
669,0.6592727,-5.166685,-1.5994899,deberta-v3-base-race,Age
670,-1.072712,-0.14139111,-2.4632356,deberta-v3-base-race,Age
671,-3.894234,0.48951742,-1.3373561,deberta-v3-base-race,Age
672,-1.0586122,-0.83953387,-3.42812,deberta-v3-base-race,Age
673,-0.99956065,0.8507333,-5.2455316,deberta-v3-base-race,Age
674,-1.3082647,-0.43282062,-0.12499705,deberta-v3-base-race,Age
675,-0.8681474,-3.747278,0.26793095,deberta-v3-base-race,Age
676,-2.718101,-0.99224454,-1.3312619,deberta-v3-base-race,Age
677,-4.7365265,-1.0872194,0.16554894,deberta-v3-base-race,Age
678,-0.6709413,-1.2514237,-0.49835303,deberta-v3-base-race,Age
679,-0.4570452,-0.9286378,-3.645383,deberta-v3-base-race,Age
680,-1.2168499,-2.8730657,-2.1060894,deberta-v3-base-race,Age
681,0.41424936,-5.1023536,-2.0132358,deberta-v3-base-race,Age
682,-0.8592485,-0.7582368,-1.9744363,deberta-v3-base-race,Age
683,-3.8011482,-0.2833896,-1.3992765,deberta-v3-base-race,Age
684,-1.5829403,-2.6178362,-2.1646712,deberta-v3-base-race,Age
685,-2.4733381,-0.605863,-1.9506493,deberta-v3-base-race,Age
686,-1.6072396,-2.9730747,-2.7161999,deberta-v3-base-race,Age
687,-2.0737755,-2.460925,-1.8605608,deberta-v3-base-race,Age
688,-2.6630359,-1.3286759,-2.844575,deberta-v3-base-race,Age
689,-2.779067,-2.510187,-0.9720945,deberta-v3-base-race,Age
690,-2.5732284,-1.4784076,-2.5206802,deberta-v3-base-race,Age
691,-2.5324447,-1.4542097,-1.6418955,deberta-v3-base-race,Age
692,-2.806166,-1.4935477,-2.7272298,deberta-v3-base-race,Age
693,-0.79675674,-2.425729,-2.735955,deberta-v3-base-race,Age
694,-2.9138412,-1.1178756,-2.611952,deberta-v3-base-race,Age
695,-1.8052479,-1.520166,-2.4568274,deberta-v3-base-race,Age
696,-2.3091857,-2.0245464,-1.4444325,deberta-v3-base-race,Age
697,-3.92551,-1.5078783,0.6223266,deberta-v3-base-race,Age
698,-0.9453006,-2.6950936,-2.6620994,deberta-v3-base-race,Age
699,-0.095743895,-1.4263291,-3.1587536,deberta-v3-base-race,Age
700,-2.5554821,-2.3723938,-1.624823,deberta-v3-base-race,Age
701,-0.4559746,-1.943699,-2.8900273,deberta-v3-base-race,Age
702,-2.7041128,-2.4405367,-1.4788814,deberta-v3-base-race,Age
703,-2.23677,-1.5953139,-1.412327,deberta-v3-base-race,Age
704,-1.8445164,-2.3180385,-2.503535,deberta-v3-base-race,Age
705,-3.3928466,-1.6285223,-0.18942875,deberta-v3-base-race,Age
706,-1.0490481,-2.8335364,-2.7375104,deberta-v3-base-race,Age
707,-0.94998384,-1.6503842,-2.7010145,deberta-v3-base-race,Age
708,-1.2593331,-2.0908182,-1.9284477,deberta-v3-base-race,Age
709,-0.9871397,0.14811869,-3.2485926,deberta-v3-base-race,Age
710,-1.6456118,-2.656722,-1.2335873,deberta-v3-base-race,Age
711,-0.97792685,-3.092199,-0.86851585,deberta-v3-base-race,Age
712,-1.5226879,-2.1271465,-2.808293,deberta-v3-base-race,Age
713,-2.4847286,-2.4349196,-0.6477455,deberta-v3-base-race,Age
714,-1.6412253,-3.236387,-2.6011925,deberta-v3-base-race,Age
715,-1.3982011,-3.3285854,-2.0805852,deberta-v3-base-race,Age
716,-1.6578428,-2.6663969,-2.1198227,deberta-v3-base-race,Age
717,-2.8275428,-0.4099965,-2.246134,deberta-v3-base-race,Age
718,-1.3659104,-2.5017488,-3.225074,deberta-v3-base-race,Age
719,-1.1748242,-2.524559,-3.180204,deberta-v3-base-race,Age
720,-2.0662117,-4.0331297,-2.0393763,deberta-v3-base-race,Age
721,-5.311833,-4.703027,2.6396458,deberta-v3-base-race,Age
722,-1.061748,-5.9757295,-1.5108535,deberta-v3-base-race,Age
723,-0.09671094,-6.0835786,-5.594519,deberta-v3-base-race,Age
724,-2.033093,-1.8751993,-1.2182052,deberta-v3-base-race,Age
725,2.562784,-5.161009,-1.4611639,deberta-v3-base-race,Age
726,-1.4662766,-1.2226002,-1.590596,deberta-v3-base-race,Age
727,-5.588215,0.08130665,-1.8058621,deberta-v3-base-race,Age
728,-3.1557827,-2.0399168,-1.7865831,deberta-v3-base-race,Age
729,-3.6626766,2.6851637,-5.1225915,deberta-v3-base-race,Age
730,-2.6497157,-1.4921771,-1.2193775,deberta-v3-base-race,Age
731,-2.7230518,-5.4063935,0.013174449,deberta-v3-base-race,Age
732,-0.7505281,-2.0753736,-1.7286967,deberta-v3-base-race,Age
733,-0.90782404,2.6288104,-4.832252,deberta-v3-base-race,Age
734,-0.6816002,-1.3565764,-1.3061745,deberta-v3-base-race,Age
735,-0.8245944,-5.405228,-0.12054531,deberta-v3-base-race,Age
736,-3.1464756,-2.0073338,-1.6924948,deberta-v3-base-race,Age
737,-3.629072,2.7001805,-4.974357,deberta-v3-base-race,Age
